discarded_date	num	date_evaluated	company	role	score	status	report_path	note
2026-04-30	299	2026-04-30	Isidor	Forward Deployed Engineer	2.4/5	Evaluated	reports/299-isidor-fde-2026-04-30.md	London-first then SF H1 2026; AI eval infra new-grad friendly; OPT timing risk; SKIP
2026-04-30	300	2026-04-30	Nexxa.AI	Applied AI Engineer	1.8/5	Evaluated	reports/300-nexxa-applied-ai-2026-04-30.md	5-10+ yrs Senior + Germany-Remote; F-1 OPT + seniority hard veto; SKIP
2026-04-30	301	2026-04-30	Humana	Applied AI Engineer	2.6/5	Evaluated	reports/301-humana-applied-ai-2026-04-30.md	F50 healthcare insurer Remote-US; 3+ yrs Master's gap (Deepak 2.5 yrs); USC/PR pref signal; SKIP
2026-04-30	302	2026-04-30	Silex Microsystems	Applied AI Engineer (Production)	1.8/5	Evaluated	reports/302-silex-applied-ai-production-2026-04-30.md	Sweden on-site MEMS manufacturing; Master's materials science; F-1 OPT + domain veto; SKIP
2026-04-30	304	2026-04-30	Hightouch	AI Strategy Consultant	1.5/5	Evaluated	reports/304-hightouch-ai-strategy-consultant-2026-04-30.md	Explicit no-sponsorship + Martech consulting off-archetype; F-1 OPT hard veto; SKIP
2026-04-30	305	2026-04-30	OpenAI	Forward Deployed Engineer (FDE), Life Sciences - SF	2.5/5	Evaluated	reports/305-openai-fde-life-sciences-sf-2026-04-30.md	Senior 6+ yrs + biotech/pharma domain mismatch + SF hybrid 3d/wk; Deepak 2.5 yrs care-delivery healthcare; experience gap binding; SKIP
2026-04-30	306	2026-04-30	OpenAI	Forward Deployed Engineer (FDE), Life Sciences - NYC	2.5/5	Evaluated	reports/306-openai-fde-life-sciences-nyc-2026-04-30.md	Same canonical Life Sciences FDE JD as #305 (NYC variant); same scoring rationale; SKIP
2026-04-30	307	2026-04-30	OpenAI	Forward Deployed Engineer (FDE) - NYC	2.7/5	Evaluated	reports/307-openai-fde-nyc-2026-04-30.md	Senior 5+ yrs + strategic-customer ownership; stack 1:1 (Python/JS+LLM) but 2.5-yr experience gap binding; SKIP
2026-04-30	310	2026-04-30	InterImage	AI Engineer (TO-005 RAD)	1.8/5	Evaluated	reports/310-interimage-ai-engineer-2026-04-30.md	Annapolis Junction MD + on-site + IC contractor (TS/SCI implied); F-1 OPT cannot hold US clearance; HARD VETO
2026-04-30	314	2026-04-30	IFS	Forward Deployed AI Engineer	2.6/5	Evaluated	reports/314-ifs-fde-ai-2026-04-30.md	London UK Hybrid (URL slug misleading "palo-alto"; £111-125K confirms UK); 2-5 yrs band fit + LangChain/Pinecone/Weaviate/Salesforce/SAP integrations; F-1 OPT to UK Skilled Worker visa transition is binding constraint; deprioritize vs #312/#313; no PDF (score < 3.0)
2026-04-30	318	2026-04-30	Glass Health	Founding AI/Data Engineer (Remote)	2.8/5	Evaluated	reports/318-glass-health-founding-ai-2026-04-30.md	YC + Initialized + Kaiser Permanente partner; archetype-perfect healthcare RAG but 5+ yrs floor binding for 2.5-yr Deepak
2026-04-30	322	2026-04-30	Poolday.ai	Forward Deployed / Solutions Engineer	2.4/5	Evaluated	reports/322-poolday-ai-fde-solutions-2026-04-30.md	Video AI multi-agent + FFmpeg/Remotion/React; Europe-prioritised GMT±2; F-1 OPT US geo mismatch
2026-04-30	323	2026-04-30	CrewAI	Forward Deployed Engineer	2.4/5	Evaluated	reports/323-crewai-fde-2026-04-30.md	Multi-agent framework FDE Mid-Senior in UK+Spain (sales-tilt); F-1 OPT geo + visa veto; chase US shortcode 96051E9EDE next batch
2026-04-30	325	2026-04-30	INDG	Forward Deployed Engineer	1.8/5	Evaluated	reports/325-indg-fde-2026-04-30.md	Senior CGI/Digital-Twins/brand-creative automation in Netherlands; off-archetype + F-1 OPT geo veto + 5+ yrs floor; SKIP
2026-04-30	326	2026-04-30	Robots & Pencils	AI Engineer / AI Architect	1.8/5	Evaluated	reports/326-robots-pencils-ai-engineer-architect-2026-04-30.md	5+ yrs Architect title (negative-filter slip per _profile.md hygiene) + Colombia-remote geo veto for F-1 OPT; LLMOps/agentic stack matches but seniority binding; SKIP
2026-04-30	328	2026-04-30	ept AI	Forward-Deployed Engineer	2.6/5	Evaluated	reports/328-ept-ai-2026-04-30.md	Senior 5+ FDE + 50-70% domestic/international travel; F-1 OPT re-entry risk; semiconductor/industrial domain mismatch; SKIP.
2026-04-30	330	2026-04-30	Cohere Health	Senior Forward-Deployed Engineer	2.7/5	Evaluated	reports/330-cohere-health-fde-2026-04-30.md	Senior 6-10+ payer-side floor + FHIR/HL7/X12 hard gap; comp $128-145K is below market for the seniority asked; SKIP.
2026-04-30	332	2026-04-30	Celonis	Associate Applied AI Engineer (APAC) - Orbit Program	1.5/5	Evaluated	reports/332-celonis-orbit-apac-2026-04-30.md	HARD VETO: requires Australian/Korean citizenship + Madrid relocation; F-1 OPT cannot apply
2026-04-30	333	2026-04-30	Celonis	Associate Applied AI Engineer (Japan) - Orbit Program	1.5/5	Evaluated	reports/333-celonis-orbit-japan-2026-04-30.md	HARD VETO: requires Japanese citizenship + fluent Japanese + Madrid/Tokyo relocate; F-1 OPT cannot apply
2026-04-30	334	2026-04-30	Flatgigs	Forward Deployed AI Engineer	2.7/5	Evaluated	reports/334-flatgigs-fde-2026-04-30.md	Strong archetype + level fit; Germany-restricted (F-1 OPT US-based geo block)
2026-04-30	335	2026-04-30	Avoca	Forward Deployed Engineer	2.9/5	Evaluated	reports/335-avoca-fde-2026-04-30.md	Conversational AI FDE; NYC in-person + 0.5yr gap; archetype fit but binding location; SKIP
2026-04-30	336	2026-04-30	Thinking Machines Lab	Software Engineer, Developer Productivity, AI Tools	2.7/5	Evaluated	reports/336-thinking-machines-devprod-ai-2026-04-30.md	$350-475K Senior+ band; SF on-site; Rust/K8s/vLLM gaps; SKIP per comp-band filter veto
2026-04-30	337	2026-04-30	Proconex	Senior Vision AI Engineer	1.7/5	Evaluated	reports/337-proconex-vision-ai-2026-04-30.md	HARD VETO no-sponsorship + Senior 5+ + PA on-site + CUDA/ONNX gap; SKIP
2026-04-30	339	2026-04-30	Roboflow	Machine Learning Research Engineer	2/5	Evaluated	reports/339-roboflow-ml-research-2026-04-30.md	Research-track CVPR/NeurIPS/ICLR publication-gated; Deepak Applied not Research; SKIP per filter hygiene
2026-05-01	341	2026-05-01	Hightouch	AI Strategy Consultant	2.7/5	Evaluated	reports/341-hightouch-ai-strategy-consultant-2026-05-01.md	Off-archetype consulting role; will be archived to below-threshold
2026-05-01	348	2026-05-01	Legora	Legal AI Student Analyst	1.5/5	Evaluated	reports/348-legora-legal-ai-student-2026-05-01.md	1099 contractor for 2L/3L US law students; off-archetype; not in candidate pool
2026-05-01	349	2026-05-01	Rackspace Technology	Forward Deployed Engineer	1.8/5	Evaluated	reports/349-rackspace-fde-2026-05-01.md	India-Remote (F-1 OPT US-veto); stack 1:1 (Python/LangChain/RAG/K8s); SKIP
2026-05-01	353	2026-05-01	Red Hat	Forward Deployed AI Engineer — Customer Adoption and Innovation	2/5	Evaluated	reports/353-redhat-customer-adoption-fde-2026-05-01.md	Remote-NA, US preferred; 20% travel; $116-192K; senior+ band (10+ yrs consulting + 5+ K8s + 2+ vLLM/Kserve/llm-d); structural seniority gap — SKIP
2026-05-01	354	2026-05-01	ServiceNow	Forward Deployed Solution Engineer — Applied AI (EMEA)	1.8/5	Evaluated	reports/354-servicenow-applied-ai-fde-emea-2026-05-01.md	EMEA Remote/Flexible; 30% travel; 8+ yrs SWE + 2+ yrs customer-facing; F-1 OPT to EMEA hard blocker; Solutions Engineer on filter hygiene; SKIP
2026-05-01	355	2026-05-01	Unitary	Forward Deployed Engineer	2/5	Evaluated	reports/355-unitary-fde-2026-05-01.md	UK / Remote-first (London-anchored team); predicted £36-60K below US market; F-1 OPT to UK Skilled Worker visa hard blocker; Virtual Agents platform; SKIP
2026-05-01	358	2026-05-01	Modal	Forward Deployed Engineer - ML	1.8/5	Evaluated	reports/358-modal-fde-ml-2026-05-01.md	Stockholm in-person required (F-1 OPT geo veto) + ML-systems gaps (vLLM/SGLang/GPU programming); SKIP
2026-05-01	359	2026-05-01	Helios Intelligence Platforms	Founding Forward Deployed Engineer	2/5	Evaluated	reports/359-helios-founding-fde-2026-05-01.md	NYC/DC govtech; 5+y + US-gov RFP/procurement experience required; structural mismatch; SKIP
2026-05-01	361	2026-05-01	Flatgigs	Forward Deployed AI Engineer	2.5/5	Evaluated	reports/361-flatgigs-fde-ai-2026-05-01.md	Junior FDE; stack 1:1 (FastAPI/LangChain/LangGraph/vector DBs); Germany-based remote = F-1 OPT soft block; comp opaque; SKIP unless US-eligible
2026-05-01	367	2026-05-01	Red Hat	Forward Deployed AI Engineer, Customer Adoption and Innovation	1.8/5	Evaluated	reports/367-redhat-fde-ai-customer-adoption-2026-05-01.md	Senior 10+ yrs consulting + 5+ yrs OpenShift hard veto; vLLM/KServe/llm-d platform stack gap; NA Remote $116-192K + 20% travel; SKIP — not pursuing
2026-05-01	370	2026-05-01	Defense Unicorns	Forward Deployed AI Engineer	1.5/5	Evaluated	reports/370-defense-unicorns-fde-ai-2026-05-01.md	US Citizenship REQUIRED + TS/SCI clearance preferred (DoD contractor); F-1 OPT statutory veto; SKIP. Comp $123-201K disclosed.
2026-05-01	374	2026-05-01	Elastic	AI Automation Forward Deployment Engineer	1.5/5	Evaluated	reports/374-elastic-ai-automation-fde-2026-05-01.md	India-only remote restriction (Remotive explicit); F-1 OPT US-residency veto; SKIP. Stack 1:1 (LangChain/LlamaIndex/agentic) but geo blocks.
2026-05-01	375	2026-05-01	Knak	Forward Deployed Engineer (AI Internal Tools)	1.5/5	Evaluated	reports/375-knak-fde-ai-internal-tools-2026-05-01.md	Canada-only remote restriction (F-1 OPT US-residency veto); JD title says "AI" but body is full-stack Laravel/PHP+TS+AWS CDK with zero LLM/RAG/agent content; off-archetype; SKIP.
2026-05-01	376	2026-05-01	Saleschat	Applied AI / Full Stack / Platform Engineer	1.5/5	Evaluated	reports/376-saleschat-applied-ai-fullstack-2026-05-01.md	Mumbai-based early-stage SaaS; F-1 OPT US-residency veto; SKIP. JD body unverified (Wellfound 403); generalist breadth role.
2026-05-01	377	2026-05-01	Remote People	AI Engineer	2.7/5	Evaluated	reports/377-remotepeople-ai-engineer-2026-05-01.md	Lisbon Office or Europe-remote (EU-only payroll); strong tech 1:1 (RAG/FastAPI/Python/AI-coding-tools); F-1 OPT US-tied = relocation barrier; SKIP unless willing to abandon OPT path.
2026-05-01	378	2026-05-01	Adaption	Founding Forward Deployed Machine Learning Engineer	2.7/5	Evaluated	reports/378-adaption-founding-fde-ml-2026-05-01.md	SF Bay Area in-person; 4+y industry + 2+y customer-facing seniority floor binding (Deepak 2.5y); founding ML+FDE hybrid; comp not stated; SKIP unless flexible on tenure.
2026-05-01	383	2026-05-01	Lyra Technology Group	Forward Deployment AI Engineer	1.8/5	SKIP	reports/383-lyra-tech-fde-ai-2026-05-01.md	Stack 1:1 (LangChain/RAG/Python); JD verbatim "must be authorized w/o sponsorship" = F-1 OPT veto
2026-05-01	385	2026-05-01	Polaron	Forward Deployed Engineer	1.5/5	SKIP	reports/385-polaron-fde-2026-05-01.md	Imperial College spinout (materials science off-domain); London 4d on-site; F-1 OPT to UK Skilled Worker = hard veto
2026-05-01	387	2026-05-01	VirtuHire (Finto)	Founding Forward Deployed Engineer	1.8/5	SKIP	reports/387-virtuhire-finto-fde-2026-05-01.md	Munich-based AI finance automation (YC alum); F-1 OPT to Germany relocation = off US trajectory
2026-05-01	390	2026-05-01	Intermedia Intelligent Communications	AI Forward Deployed Engineer Intern	1.8/5	SKIP	reports/390-intermedia-fde-intern-2026-05-01.md	Intern role $20/hr; "currently enrolled" requirement excludes post-grad Deepak (M.S. May 2025)
2026-05-01	391	2026-05-01	H2 Corporation	Forward Deployed Backend Software Engineer	2.5/5	Discarded	reports/388-h2-corporation-fde-backend-2026-05-01.md	Tokyo-HQ construction-AI vertical (AISekisan); fast-growing but off-domain + EOR/timezone unclear
2026-05-01	392	2026-05-01	Glidely	Founding Engineer	1.8/5	SKIP	reports/392-glidely-founding-engineer-2026-05-01.md	Comp $3K/month fixed (~$36K/yr) ~67-85% below US AI market; equity deferred to next round; F-1 OPT cash-runway risk; SKIP per ethical use
2026-05-01	393	2026-05-01	Activate Talent	AI Automation Specialist/Engineer	2.5/5	SKIP	reports/393-activate-talent-ai-automation-2026-05-01.md	Recruiting agency placement (no end-client visibility); GTM/RevOps off-archetype per filter hygiene; EST tz; no sponsorship; SKIP
2026-05-01	394	2026-05-01	Binalyze	AI & Process Automation Engineer	2.4/5	SKIP	reports/394-binalyze-ai-process-automation-2026-05-01.md	12-month fixed-term contract incompatible with F-1 OPT W-2 sponsorship pathway; n8n + HubSpot + Gong off-archetype people-team automation; SKIP
2026-05-01	395	2026-05-01	EverAI	Mid/Senior AI Engineer	2.7/5	SKIP	reports/395-everai-mid-senior-ai-2026-05-01.md	5+ yrs ML required vs 2.5y CV (2.5y gap); production LLM fine-tuning at 30M-user consumer scale; worldwide-remote calibration; SKIP
2026-05-01	396	2026-05-01	Dailymotion	AI Engineer (All Genders)	2.6/5	SKIP	reports/396-dailymotion-ai-engineer-2026-05-01.md	Paris hybrid + F-1 OPT geography veto; 3+ yrs (0.5y soft gap); strong technical fit (LLM/RAG/agents/Vertex); SKIP unless intentionally pursuing EU
2026-05-02	397	2026-05-02	Anthropic	Forward Deployed Engineer (London)	1.7/5	SKIP	reports/397-anthropic-fde-london-2026-05-02.md	London UK on-site/hybrid + 25-50% travel + 4+ yrs senior; F-1 OPT geography veto + 1.5y senior gap; visa support exists but UK Skilled Worker complexity; SKIP
2026-05-02	398	2026-05-02	Anthropic	AI Compliance Officer (Dublin)	1.3/5	SKIP	reports/398-anthropic-ai-compliance-officer-dublin-2026-05-02.md	Off-archetype (compliance/regulatory not engineering); 8+ yrs compliance program ownership; Dublin hybrid 3d/wk; filter slip on AI keyword; SKIP
2026-05-02	400	2026-05-02	Huntress	Forward Deployed Engineer	2.6/5	SKIP	reports/400-huntress-fde-2026-05-02.md	Internal-FDE founder-mindset role; 5+ yrs implied + cybersecurity/MSSP/SIEM domain gap; remote-US $215-250K; Manga Lens + E-Farming partial founder credibility; SKIP
2026-05-02	401	2026-05-02	Elite Talent	Forward Deployed Engineer	2.2/5	SKIP	reports/401-elite-talent-fde-2026-05-02.md	Recruiter-posted senior IE/SE role; 5+ yrs hard bar (2.5y CV); fintech/payments lean; remote-US $110-160K base + $200-205K OTE; SKIP
2026-05-02	402	2026-05-02	Optura	Forward Deployed Infrastructure Engineer	2.7/5	SKIP	reports/402-optura-fde-infra-2026-05-02.md	DevOps-coded FDE (K8s/Terraform/AWS); 4+ yrs cloud infra; archetype mismatch w/ LLM-IC; 1mo old + no comp; remote-US; SKIP
2026-05-02	403	2026-05-02	Flatgigs	Forward Deployed AI Engineer	2.7/5	SKIP	reports/403-flatgigs-fde-ai-2026-05-02.md	Strong tech archetype (FastAPI/LangChain/LangGraph/vector DBs/RAG/agents) but Germany Remote + F-1 OPT US-based geography veto; SKIP unless EU pursuit
2026-05-02	404	2026-05-02	ReWorks Solutions	AI Developer	2.7/5	SKIP	reports/404-reworks-ai-developer-2026-05-02.md	Workable JS-only render returned meta-description only; likely staffing-firm pattern; remote-US 9-5 EST; insufficient JD detail to score above 3.0; SKIP pending recruiter clarification
2026-05-02	405	2026-05-02	Fuku AI	AI Engineer	2.4/5	SKIP	reports/405-fuku-ai-engineer-2026-05-02.md	Workable JS-only render meta-description only; likely India HQ; small startup + no comp transparency; SKIP
2026-05-02	406	2026-05-02	SilverTree Equity	AI Forward Deployed Engineer (Talent Accelerator)	2.7/5	SKIP	reports/406-silvertree-equity-fde-talent-accelerator-2026-05-02.md	Graduate/early-career FDE program (rare seniority fit); UK PE firm — likely UK location + F-1 OPT geography veto + JD partial; SKIP unless UK relocation
2026-05-02	407	2026-05-02	InDebted	Forward Deployed Engineer (FDE)	2/5	Evaluated	reports/407-indebted-fde-2026-05-02.md	Auckland NZ on-site + 6+ yrs senior gap; "FDE" label but real scope is COBRAR legacy migration; F-1 OPT geo veto; SKIP
2026-05-02	408	2026-05-02	Dry Ground AI	AI Engineer	2.5/5	Evaluated	reports/408-dry-ground-ai-engineer-2026-05-02.md	BR/CO/PH-only geo veto for F-1 OPT; $40-60K below US market; strong stack match (LangChain/RAG/agents) but structurally not a fit; SKIP
2026-05-02	409	2026-05-02	Melotech	AI/ML Engineer	2.6/5	Evaluated	reports/409-melotech-ai-ml-2026-05-02.md	Germany-only geo veto for F-1 OPT; "Big Tech / high-growth" pedigree bar; K8s gap; music/video domain soft mismatch; SKIP
2026-05-02	412	2026-05-02	exmox	Applied AI Engineer	2.5/5	Evaluated	reports/412-exmox-applied-ai-2026-05-02.md	Hamburg hybrid 3-day in-office + 5+y senior gap; F-1 OPT EU geography veto; stack 1:1 (Python/FastAPI/LangGraph/CrewAI/AWS) but structurally not a fit; SKIP
2026-05-02	413	2026-05-02	Stillfront	Machine Learning Ops Engineer	2.4/5	Evaluated	reports/413-stillfront-mlops-2026-05-02.md	Multi-EU hybrid (Hamburg/Sofia/Zagreb/Bucharest) + 5y senior gap; Spark/K8s gaps; F-1 OPT geography veto; SKIP
2026-05-02	415	2026-05-02	Kodiak	Sr./Staff Applied AI Engineer — Multimodal Transformers	1.8/5	Evaluated	reports/415-kodiak-applied-ai-multimodal-2026-05-02.md	Mountain View on-site; $200-260K; Sr./Staff title auto-veto + AV-perception off-archetype + camera/LiDAR/radar fusion hard gap; SKIP
2026-05-02	418	2026-05-02	Saphira AI	Founding Applied AI Engineer	2/5	Evaluated	reports/418-saphira-ai-founding-applied-ai-2026-05-02.md	SF/Remote-US US citizen-visa only; YC S24 hardware compliance ("Vanta for Hardware"); 5+y senior gap binding vs 2.5y; off-archetype domain; SKIP
2026-05-02	421	2026-05-02	Berry	Founding Full Stack Engineer — LLM/Applied AI	2/5	Evaluated	reports/421-berry-founding-fullstack-llm-2026-05-02.md	Europe Remote (Spain/Germany); $50-85K + 0.1-1% equity; 6+y senior gap; below-US comp; F-1 OPT geo veto; SKIP
2026-05-02	422	2026-05-02	ICA.ai	Data Science / Machine Learning Engineer	2.4/5	Evaluated	reports/422-ica-ai-ds-ml-engineer-2026-05-02.md	Federal-consulting Remote-US (DMV preferred); Public Trust Clearance gate (F-1 OPT structural blocker) + 5+ yrs senior gap; stack-portable but no PDF; SKIP
2026-05-02	424	2026-05-02	Pulsora (pulsESG)	Applied AI Engineer - US	2.5/5	Evaluated	reports/424-pulsora-applied-ai-us-2026-05-02.md	Comp band $50-60K below Deepak's $85K floor; tech fit otherwise strong (LLM/RAG/agents, 1-2y); SKIP unless recruiter clarifies comp
2026-05-02	429	2026-05-02	Runpod	Forward Deployed Engineer	1.8/5	Evaluated	reports/429-runpod-fde-2026-05-02.md	APAC only (Malaysia/Singapore/South Korea); F-1 OPT US-residency veto; tech stack 1:1 (Python/Docker/PyTorch); SKIP per geography
2026-05-02	430	2026-05-02	Databricks	AI Engineer FDE — U.S. Federal Sector	1.5/5	Evaluated	reports/430-databricks-fde-federal-2026-05-02.md	DC/MD/VA Remote; $180-248K; HARD VETO US Citizenship + Secret clearance REQUIRED; F-1 OPT statutory blocker; SKIP
2026-05-02	431	2026-05-02	Edexia	Founding AI Engineer	1.8/5	Evaluated	reports/431-edexia-founding-ai-2026-05-02.md	YC W25 Brisbane AU edtech AI Teacher Assistant; geo veto for F-1 OPT US-base + "80+ hours/week historically" cultural bar; SKIP per ethical-use
2026-05-02	432	2026-05-02	Level AI	Machine Learning Engineer	2.6/5	Evaluated	reports/432-level-ai-ml-2026-05-02.md	Series C CCaaS contact-center AI; Himalayas URL did not render JD body 2026-05-02; canonical Lever lists only Sr. ML Eng (Speech); likely senior gate or stale aggregator entry; verify via Playwright next scan
2026-05-02	434	2026-05-02	SlideSpeak	AI Software Engineer	2.3/5	Evaluated	reports/434-slidespeak-ai-swe-2026-05-02.md	Stack-perfect (NextJS/React/TS+FastAPI+Llama Index+PGVector); EU-timezone HARD requirement + $50-75K below-US comp; F-1 OPT geo veto; SKIP
2026-05-03	438	2026-05-03	Nexxa.ai	Applied AI Engineer (FDE)	2.6/5	Evaluated	reports/438-nexxa-applied-ai-2026-05-03.md	Industrial AI heavy-industries FDE; URL = Germany-Remote (F-1 OPT geo veto); 5–10+ y senior gap; SF Bay/Toronto sibling URLs exist; SKIP this variant
2026-05-03	439	2026-05-03	Givzey	Machine Learning Engineer	1.8/5	Evaluated	reports/439-givzey-ml-engineer-2026-05-03.md	Nonprofit donor-engagement ML Engineer remote-US; "US Citizen" requirement = F-1 OPT statutory blocker; SKIP regardless of fit
2026-05-03	440	2026-05-03	Built In	Applied AI Engineer	2/5	Evaluated	reports/440-builtin-applied-ai-2026-05-03.md	Multi-LLM agentic aggregator (US-HQ tech-jobs marketplace); India-only Remote = F-1 OPT US-base geo veto; SKIP
2026-05-03	441	2026-05-03	Remote People	AI Engineer	2.4/5	Evaluated	reports/441-remotepeople-ai-engineer-2026-05-03.md	EU recruitment-services AI Engineer; stack 1:1 (Python async+FastAPI+LLM/RAG+LangChain+Pinecone/Weaviate); Lisbon/EU-Remote w/ Asia-Europe overlap = F-1 OPT US-base geo veto; SKIP
2026-05-03	443	2026-05-03	AMFG	AI Engineer	1.7/5	SKIP	reports/443-amfg-ai-engineer-2026-05-03.md	Kyiv Ukraine on-site; F-1 OPT non-US relocation veto + active war zone; generic ML; SKIP
2026-05-03	445	2026-05-03	PostHog	Forward Deployed Engineer	2.1/5	Evaluated	reports/445-posthog-fde-2026-05-03.md	Remote GMT to GMT+2 only — F-1 OPT US-base geo veto; SKIP
2026-05-03	446	2026-05-03	SigNoz	Forward Deployed Engineer	1.9/5	Evaluated	reports/446-signoz-fde-2026-05-03.md	India-filed OSS observability DevOps/SRE FDE; archetype mismatch + F-1 OPT geo friction; SKIP
2026-05-03	451	2026-05-03	Creai	Machine Learning Engineer	2/5	Evaluated	reports/451-creai-machine-learning-engineer-2026-05-03.md	LATAM consultancy 100% remote CST; Mexico-payroll = F-1 OPT veto; LLM only "deseable" not core; comp not stated; SKIP
2026-05-03	452	2026-05-03	ServiceNow	Senior Forward Deployed Software Engineer (Applied AI)	2.4/5	Evaluated	reports/452-servicenow-senior-fdse-applied-ai-2026-05-03.md	Senior 10+y SE = hard veto for 2.5y Deepak; Remote-USA + LangChain stack 1:1 + $201-352K but YoE band binding; SKIP
2026-05-03	455	2026-05-03	Human Agency	AI Implementation Specialist (Contech)	2.7/5	Evaluated	reports/455-human-agency-ai-impl-contech-2026-05-03.md	3+ yrs construction-industry vertical floor; 60-80% travel; off-archetype; archived to below-threshold.
2026-05-03	456	2026-05-03	Fuse Energy	Applied AI Engineer	2.4/5	Evaluated	reports/456-fuse-energy-applied-ai-2026-05-03.md	Strong content fit but London UK location veto for F-1 OPT US-based; archived to below-threshold.
2026-05-03	458	2026-05-03	Figma	AI Applied Scientist	1.9/5	SKIP	reports/458-figma-ai-applied-scientist-2026-05-03.md	Senior research-track (4+y GenAI / 6+y ML / DPO/PPO) — far above mid band
2026-05-03	460	2026-05-03	Future Publishing	AI Engineer Open Platform	2.3/5	SKIP	reports/460-future-publishing-ai-engineer-open-platform-2026-05-03.md	UK-based £60-65K; F-1 OPT US-base geo veto + comp gap
2026-05-03	462	2026-05-03	Blueprint Technologies	AI Process Automation Engineer	2.7/5	SKIP	reports/462-blueprint-ai-process-automation-engineer-2026-05-03.md	off-archetype (TS+DevOps+AI integration); $125-135K Remote-US
2026-05-03	464	2026-05-03	apexanalytix	AI Engineer	2.3/5	SKIP	reports/464-apexanalytix-ai-engineer-2026-05-03.md	strong stack 1:1 but explicit NO VISA SPONSORSHIP = F-1 OPT statutory blocker
2026-05-03	465	2026-05-03	JWay Group	ML/AI Engineer	1.9/5	SKIP	reports/465-jway-group-ml-ai-engineer-2026-05-03.md	PH base + F-1 OPT US-residency veto + 3-5y senior gap + no comp transparency; SKIP
2026-05-03	466	2026-05-03	Datrics	AI Engineer	2.8/5	Evaluated	reports/466-datrics-ai-engineer-2026-05-03.md	YC W21 healthcare claims AI; Agentic Healthcare Claims project 1:1 + RAG production; partial JD (WaaS SPA); verify location/sponsorship before applying
2026-05-03	467	2026-05-03	Precision Medicine Group	AI/ML Engineer II	2/5	SKIP	reports/467-precision-medicine-group-ai-ml-engineer-ii-2026-05-03.md	India-only Remote = F-1 OPT US-base geo veto; strong stack + GenAI fit but structurally not actionable; SKIP
2026-05-03	469	2026-05-03	Underdog	Associate Software Engineer 2026 New Grad	1.7/5	SKIP	reports/469-underdog-associate-software-engineer-new-grad-2026-05-03.md	Explicit no visa sponsorship + Swift/Kotlin/Rails stack mismatch + off-archetype mobile/Rails; SKIP
2026-05-03	471	2026-05-03	Robots and Pencils	AI Engineer	1.9/5	SKIP	reports/471-robots-and-pencils-ai-engineer-2026-05-03.md	Bogotá-anchored LATAM Remote = F-1 OPT US-base geo veto; strong stack but structurally not actionable; SKIP
2026-05-03	472	2026-05-03	Enroute	AI Engineer	1.7/5	Evaluated	reports/472-enroute-ai-engineer-2026-05-03.md	Mexico-only Remote Mid-Senior temp; F-1 OPT US-base geo veto + employment-type mismatch; Workable JD body unreachable; SKIP
2026-05-03	473	2026-05-03	Nacre Capital (Aquaticode)	AI Engineer	1.9/5	Evaluated	reports/473-nacre-capital-aquaticode-ai-engineer-2026-05-03.md	Portugal-only Remote Mid-Senior CV-engineer at biotech-aquaculture portfolio co; F-1 OPT US-base geo veto; SKIP
2026-05-03	474	2026-05-03	ProgressSoft	AI Engineer	1.6/5	Evaluated	reports/474-progressoft-ai-engineer-2026-05-03.md	Jordan Amman hybrid fintech-payments AI Engineer; F-1 OPT US-base geo veto; SKIP
2026-05-03	475	2026-05-03	Entourage VC	Automation & AI Engineer (Resident)	1.5/5	Evaluated	reports/475-entourage-vc-automation-ai-engineer-2026-05-03.md	Belgium Ghent hybrid VC-studio resident; 26-month-old posting + F-1 OPT US-base geo veto; SKIP
2026-05-03	476	2026-05-03	Kanbrick	AI Engineer	2.7/5	Evaluated	reports/476-kanbrick-ai-engineer-2026-05-03.md	Nashville TN on-site Associate AI Engineer at long-term investment partnership (KBS internal platform); US-base ✓ but on-site relocation + investment-firm domain off-archetype + sponsorship/comp opacity; SKIP unless verified
2026-05-03	477	2026-05-03	Flatgigs (AHOY)	AI Engineer	1.6/5	Evaluated	reports/477-flatgigs-ai-engineer-2026-05-03.md	Karachi Pakistan on-site Mid-Senior gig-marketplace AI Engineer; 17-month-old posting + F-1 OPT US-base geo veto; SKIP
2026-05-03	478	2026-05-03	Tarjama	AI Engineer	1.7/5	Evaluated	reports/478-tarjama-ai-engineer-2026-05-03.md	Jordan Amman on-site Mid-Senior translation/localization RAG+fine-tuning Engineer; F-1 OPT US-base geo veto; SKIP
2026-05-03	479	2026-05-03	Intercom	Forward Deployed Software Engineer	2.7/5	Evaluated	reports/479-intercom-fde-software-engineer-2026-05-03.md	London hybrid 3d/wk FDE-SWE at top-tier B2B SaaS; archetype 1:1 + sponsorship offered; F-1 OPT UK-relocation = restart visa runway = SKIP
2026-05-04	480	2026-05-04	ICA.ai	Data Science / Machine Learning Engineer	2.6/5	Evaluated	reports/480-ica-ai-machine-learning-engineers-2026-05-04.md	Federal contractor DMV-tilted LLM role; stack 1:1 (HF/LangChain/LlamaIndex/AWS SageMaker) but 5+ YOE gate (Deepak ~2.5y) + Public Trust Clearance (F-1 OPT generally ineligible) = SKIP
